rel_path,lang,total_lines,blank_lines,comment_lines,code_lines,branch_tokens
UnderwaterRobotSystem/UnderwaterRobotSystem/shared/shm/nav_state_view_shm.hpp,cpp,82,17,24,41,9
UnderwaterRobotSystem/UnderwaterRobotSystem/shared/shm/key_event_ring_shm.hpp,cpp,124,24,40,60,12
UnderwaterRobotSystem/UnderwaterRobotSystem/shared/msg/nav_state.hpp,cpp,115,17,34,64,9
UnderwaterRobotSystem/UnderwaterRobotSystem/shared/msg/nav_state_view.hpp,cpp,78,15,17,46,5
UnderwaterRobotSystem/UnderwaterRobotSystem/shared/msg/key_event.hpp,cpp,47,13,2,32,5
UnderwaterRobotSystem/UnderwaterRobotSystem/shared/msg/control_intent.hpp,cpp,137,34,6,97,5
UnderwaterRobotSystem/shared/CMakeLists.txt,cmake,11,4,0,7,0
UnderwaterRobotSystem/shared/shm/nav_state_shm.hpp,cpp,94,19,29,46,13
UnderwaterRobotSystem/shared/shm/key_event_shm.hpp,cpp,63,17,8,38,3
UnderwaterRobotSystem/shared/shm/control_intent_shm.hpp,cpp,53,12,7,34,0
UnderwaterRobotSystem/shared/shm/nav_state_view_shm.hpp,cpp,82,17,24,41,9
UnderwaterRobotSystem/shared/shm/key_event_ring_shm.hpp,cpp,124,24,40,60,12
UnderwaterRobotSystem/shared/msg/nav_state.hpp,cpp,115,17,34,64,9
UnderwaterRobotSystem/shared/msg/nav_state_view.hpp,cpp,78,15,17,46,5
UnderwaterRobotSystem/shared/msg/key_event.hpp,cpp,47,13,2,32,5
UnderwaterRobotSystem/shared/msg/control_intent.hpp,cpp,137,34,6,97,5
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/CMakeLists.txt,cmake,83,11,0,72,13
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/proto_gcs/CMakeLists.txt,cmake,20,4,0,16,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/proto_gcs/src/crc32c.cpp,cpp,36,6,1,29,7
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/proto_gcs/include/proto_gcs/gcs_protocol.hpp,cpp,285,60,40,185,28
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/CMakeLists.txt,cmake,181,29,0,152,25
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/apps/gcs_client.cpp,cpp,449,81,59,309,25
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/apps/intent_dump.cpp,cpp,348,47,34,267,60
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/apps/nav_viewd.cpp,cpp,444,65,49,330,76
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/apps/nav_view_dump.cpp,cpp,492,73,36,383,80
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/apps/intentd.cpp,cpp,267,51,18,198,14
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/apps/gcs_server.cpp,cpp,255,48,33,174,25
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/apps/teleop_local.cpp,cpp,413,65,35,313,83
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/tests/test_session.cpp,cpp,372,73,40,259,23
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/tests/test_codec.cpp,cpp,165,33,2,130,7
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/intent_publisher_shm.cpp,cpp,293,48,47,198,27
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/udp/udp_endpoint.cpp,cpp,158,23,0,135,29
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/udp/udp_client.cpp,cpp,123,21,10,92,23
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/udp/udp_server.cpp,cpp,76,14,2,60,19
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/session/gcs_session.cpp,cpp,498,86,27,385,104
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/intent_subscriber_shm.cpp,cpp,315,54,24,237,57
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/nav/nav_state_subscriber_shm.cpp,cpp,316,53,26,237,57
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/nav/nav_state_subscriber.cpp,cpp,228,42,7,179,30
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/nav/nav_view_builder.cpp,cpp,86,20,9,57,9
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/nav/nav_view_publisher_shm.cpp,cpp,270,48,19,203,32
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/intent/intent_arbiter.cpp,cpp,310,57,38,215,62
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/intent/intent_mux.cpp,cpp,110,22,9,79,11
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/intent/intent_keyboard_source.cpp,cpp,461,84,21,356,89
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/keys/key_event_subscriber_shm.cpp,cpp,406,66,19,321,92
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/keys/key_event_publisher_shm.cpp,cpp,336,58,23,255,45
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/keys/keyboard_mapper.cpp,cpp,138,27,24,87,49
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/version.hpp,cpp,96,17,29,50,5
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/bytes.hpp,cpp,27,8,0,19,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/intent_publisher_shm.hpp,cpp,84,23,12,49,12
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/codec/packet_view.hpp,cpp,155,25,32,98,27
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/codec/gcs_codec.hpp,cpp,201,36,10,155,27
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/apps/gcs_client.hpp,cpp,204,16,151,37,4
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/apps/cli_args.hpp,cpp,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/udp/udp_server.hpp,cpp,52,14,1,37,3
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/udp/udp_client.hpp,cpp,74,20,11,43,6
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/udp/udp_endpoint.hpp,cpp,55,15,6,34,7
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/session/gcs_session.hpp,cpp,137,37,27,73,17
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/nav/nav_view_builder.hpp,cpp,31,6,12,13,5
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/nav/nav_state_subscriber.hpp,cpp,125,18,60,47,11
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/nav/nav_state_subscriber_shm.hpp,cpp,97,21,19,57,14
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/nav/nav_view_publisher_shm.hpp,cpp,75,17,8,50,13
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/intent/intent_arbiter.hpp,cpp,180,44,38,98,17
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/intent/intent_mux.hpp,cpp,98,22,26,50,11
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/intent/intent_keyboard_source.hpp,cpp,174,35,74,65,19
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/intent/intent_subscriber_shm.hpp,cpp,129,26,47,56,18
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/keys/keyboard_mapper.hpp,cpp,131,19,65,47,3
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/keys/key_event_publisher_shm.hpp,cpp,97,23,25,49,26
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/keys/key_event_subscriber_shm.hpp,cpp,101,28,7,66,26
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/CMakeLists.txt,cmake,358,50,0,308,86
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/main.cpp,cpp,69,10,8,51,9
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/platform/pwm_client.cpp,cpp,508,95,30,383,62
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/platform/timebase.cpp,cpp,82,16,15,51,15
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/app_context.cpp,cpp,327,54,19,254,37
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/control_loop.cpp,cpp,29,5,7,17,1
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/control_guard.cpp,cpp,398,70,60,268,40
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/app_main.cpp,cpp,258,41,15,202,37
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/trajectory_tracking.cpp,cpp,217,39,17,161,8
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/thruster_allocation.cpp,cpp,422,68,44,310,66
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/loop/control_loop_helpers.cpp,cpp,188,38,62,88,19
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/loop/control_loop_nav.cpp,cpp,97,26,20,51,9
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/loop/control_loop_pwm_log.cpp,cpp,68,17,9,42,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/loop/control_loop_run.cpp,cpp,560,85,114,361,73
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/nav/nav_view_shm_source.cpp,cpp,101,24,5,72,10
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/nav/nav_view_subscriber_shm.cpp,cpp,321,57,26,238,58
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/log/pwm_logger.cpp,cpp,186,34,10,142,31
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/input/intent_subscriber_shm.cpp,cpp,286,44,50,192,57
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/input/key_event_subscriber_shm.cpp,cpp,388,70,27,291,59
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/input/control_intent_wire_codec.cpp,cpp,218,38,48,132,31
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/input/multi_input_provider.cpp,cpp,144,27,13,104,19
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/input/telemetry_frame.cpp,cpp,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/input/control_intent_wire_adapter.cpp,cpp,43,11,7,25,6
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/input/teleop_input.cpp,cpp,125,22,20,83,13
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/input/gcs_shm_input_provider.cpp,cpp,101,23,11,67,12
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/teleop/teleop_keyboard.cpp,cpp,420,76,67,277,37
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/utils/config_loader.cpp,cpp,141,16,5,120,12
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/utils/config_loader_trajectory.cpp,cpp,149,29,1,119,12
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/utils/config_loader_pwm_client.cpp,cpp,227,37,20,170,49
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/utils/config_loader_teleop_mixer.cpp,cpp,140,20,31,89,18
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/utils/config_loader_alloc.cpp,cpp,168,22,1,145,30
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/controllers/controller_manager.cpp,cpp,401,73,51,277,90
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/controllers/manual_controller.cpp,cpp,127,21,47,59,6
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/controllers/pid_controller.cpp,cpp,58,12,2,44,5
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/platform/timebase.hpp,cpp,103,15,47,41,10
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/platform/pwm_client.hpp,cpp,150,34,42,74,10
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/control_mode.hpp,cpp,144,22,33,89,24
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/app_context.hpp,cpp,112,20,43,49,4
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/control_guard.hpp,cpp,132,31,29,72,15
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/control_loop.hpp,cpp,297,44,153,100,14
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/app_main.hpp,cpp,166,31,106,29,1
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/thruster_allocation.hpp,cpp,227,36,133,58,5
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/teleop_mixer.hpp,cpp,97,15,16,66,13
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/trajectory_tracking.hpp,cpp,232,33,124,75,4
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/mode.hpp,cpp,103,19,38,46,4
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/control_types.hpp,cpp,157,32,32,93,1
