rel_path,lang,risk_hits_score,todo,danger_c_funcs,danger_cpp_patterns,danger_py_patterns,control_keywords
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/proto_gcs/include/proto_gcs/gcs_protocol.hpp,cpp,9,0,1,0,0,7
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/CMakeLists.txt,cmake,6,1,0,0,0,23
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/apps/gcs_client.cpp,cpp,33,0,4,0,0,90
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/apps/intent_dump.cpp,cpp,1,0,0,0,0,8
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/apps/nav_viewd.cpp,cpp,1,0,0,0,0,8
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/apps/nav_view_dump.cpp,cpp,15,0,1,1,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/apps/intentd.cpp,cpp,1,0,0,0,0,27
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/apps/gcs_server.cpp,cpp,7,0,0,1,0,105
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/apps/teleop_local.cpp,cpp,1,0,0,0,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/tests/test_session.cpp,cpp,17,0,2,0,0,36
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/tests/test_codec.cpp,cpp,25,0,3,0,0,15
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/intent_publisher_shm.cpp,cpp,9,0,1,0,0,11
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/udp/udp_endpoint.cpp,cpp,19,0,0,3,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/udp/udp_client.cpp,cpp,7,0,0,1,0,4
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/udp/udp_server.cpp,cpp,1,0,0,0,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/session/gcs_session.cpp,cpp,49,0,6,0,0,37
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/intent_subscriber_shm.cpp,cpp,9,0,1,0,0,10
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/nav/nav_state_subscriber_shm.cpp,cpp,9,0,1,0,0,3
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/nav/nav_state_subscriber.cpp,cpp,8,0,1,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/nav/nav_view_builder.cpp,cpp,1,0,0,0,0,3
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/nav/nav_view_publisher_shm.cpp,cpp,9,0,1,0,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/intent/intent_arbiter.cpp,cpp,1,0,0,0,0,31
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/intent/intent_mux.cpp,cpp,1,0,0,0,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/intent/intent_keyboard_source.cpp,cpp,1,0,0,0,0,39
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/keys/key_event_subscriber_shm.cpp,cpp,43,0,3,3,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/keys/key_event_publisher_shm.cpp,cpp,21,0,1,2,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/src/IPC/keys/keyboard_mapper.cpp,cpp,1,0,0,0,0,6
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/version.hpp,cpp,1,0,0,0,0,16
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/bytes.hpp,cpp,7,0,0,1,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/intent_publisher_shm.hpp,cpp,21,0,1,2,0,7
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/codec/packet_view.hpp,cpp,33,0,4,0,0,10
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/codec/gcs_codec.hpp,cpp,33,0,4,0,0,31
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/udp/udp_server.hpp,cpp,13,0,0,2,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/udp/udp_client.hpp,cpp,13,0,0,2,0,3
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/udp/udp_endpoint.hpp,cpp,13,0,0,2,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/session/gcs_session.hpp,cpp,1,0,0,0,0,31
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/session/gcs_handlers.hpp,cpp,1,0,0,0,0,14
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/nav/nav_view_builder.hpp,cpp,1,0,0,0,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/nav/nav_state_subscriber.hpp,cpp,12,0,0,2,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/nav/nav_state_subscriber_shm.hpp,cpp,21,0,1,2,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/nav/nav_view_publisher_shm.hpp,cpp,13,0,0,2,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/intent/intent_arbiter.hpp,cpp,1,0,0,0,0,19
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/intent/intent_mux.hpp,cpp,13,0,0,2,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/intent/intent_keyboard_source.hpp,cpp,13,0,0,2,0,33
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/intent/intent_subscriber_shm.hpp,cpp,13,0,0,2,0,13
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/keys/keyboard_mapper.hpp,cpp,1,0,0,0,0,13
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/keys/key_event_publisher_shm.hpp,cpp,1,0,0,0,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/gateway/include/gateway/IPC/keys/key_event_subscriber_shm.hpp,cpp,1,0,0,0,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/CMakeLists.txt,cmake,1,0,0,0,0,70
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/main.cpp,cpp,1,0,0,0,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/platform/pwm_client.cpp,cpp,1,0,0,0,0,40
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/platform/timebase.cpp,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/app_context.cpp,cpp,1,0,0,0,0,46
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/control_loop.cpp,cpp,1,0,0,0,0,1
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/control_guard.cpp,cpp,1,0,0,0,0,57
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/app_main.cpp,cpp,13,0,0,2,0,16
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/trajectory_tracking.cpp,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/thruster_allocation.cpp,cpp,1,0,0,0,0,35
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/loop/control_loop_helpers.cpp,cpp,6,1,0,0,0,11
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/loop/control_loop_nav.cpp,cpp,12,0,0,2,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/loop/control_loop_pwm_log.cpp,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/control_core/loop/control_loop_run.cpp,cpp,6,1,0,0,0,19
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/nav/nav_view_shm_source.cpp,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/nav/nav_view_subscriber_shm.cpp,cpp,14,0,1,1,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/log/pwm_logger.cpp,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/input/intent_subscriber_shm.cpp,cpp,7,0,0,1,0,7
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/input/key_event_subscriber_shm.cpp,cpp,22,0,2,1,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/input/control_intent_wire_codec.cpp,cpp,1,0,0,0,0,22
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/input/multi_input_provider.cpp,cpp,1,0,0,0,0,33
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/input/control_intent_wire_adapter.cpp,cpp,1,0,0,0,0,3
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/input/teleop_input.cpp,cpp,1,0,0,0,0,15
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/input/gcs_shm_input_provider.cpp,cpp,7,0,0,1,0,3
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/io/teleop/teleop_keyboard.cpp,cpp,1,0,0,0,0,75
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/utils/config_loader.cpp,cpp,1,0,0,0,0,1
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/utils/config_loader_trajectory.cpp,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/utils/config_loader_pwm_client.cpp,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/utils/config_loader_alloc.cpp,cpp,1,0,0,0,0,26
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/controllers/controller_manager.cpp,cpp,12,1,0,1,0,11
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/controllers/manual_controller.cpp,cpp,1,0,0,0,0,6
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/src/controllers/pid_controller.cpp,cpp,6,1,0,0,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/platform/timebase.hpp,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/platform/pwm_client.hpp,cpp,13,0,0,2,0,11
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/control_mode.hpp,cpp,1,0,0,0,0,6
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/app_context.hpp,cpp,1,0,0,0,0,11
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/control_guard.hpp,cpp,1,0,0,0,0,30
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/control_loop.hpp,cpp,25,0,0,4,0,34
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/app_main.hpp,cpp,1,0,0,0,0,14
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/thruster_allocation.hpp,cpp,1,0,0,0,0,13
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/trajectory_tracking.hpp,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/mode.hpp,cpp,13,0,0,2,0,3
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/control_types.hpp,cpp,1,0,0,0,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/control_core/control_intent.hpp,cpp,1,0,0,0,0,17
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/io/control_mode.hpp,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/io/nav/nav_view_subscriber_shm.hpp,cpp,12,0,0,2,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/io/nav/nav_state_view.hpp,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/io/nav/nav_view_shm_source.hpp,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/io/nav/nav_state_source.hpp,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/io/log/pwm_logger.hpp,cpp,13,0,0,2,0,3
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/io/input/control_intent_wire_adapter.hpp,cpp,1,0,0,0,0,4
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/io/input/gcs_shm_input_provider.hpp,cpp,13,0,0,2,0,9
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/io/input/control_intent_wire_codec.hpp,cpp,1,0,0,0,0,4
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/io/input/multi_input_provider.hpp,cpp,1,0,0,0,0,8
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/io/input/input_provider.hpp,cpp,1,0,0,0,0,10
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/io/input/intent_sink.hpp,cpp,1,0,0,0,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/io/input/teleop_input.hpp,cpp,1,0,0,0,0,13
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/io/input/key_event_subscriber_shm.hpp,cpp,12,0,0,2,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/io/input/intent_subscriber_shm.hpp,cpp,13,0,0,2,0,3
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/io/teleop/teleop_keyboard.h,cpp,1,0,0,0,0,28
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/io/gcs/gcs_session.hpp,cpp,1,0,0,0,0,4
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/io/gcs/telemetry_frame.hpp,cpp,1,0,0,0,0,14
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/utils/config_loader.hpp,cpp,1,0,0,0,0,8
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/utils/detail/dof.hpp,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/utils/detail/trajectory_parsers.hpp,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/utils/detail/yaml_helpers.hpp,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/utils/detail/config_log.hpp,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/controllers/pid_controller.hpp,cpp,1,0,0,0,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/controllers/controller_manager.hpp,cpp,25,0,0,4,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/controllers/controller_base.hpp,cpp,1,0,0,0,0,2
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/pwm_control_program/include/controllers/manual_controller.hpp,cpp,1,0,0,0,0,4
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/orangepi_send/CMakeLists.txt,cmake,1,0,0,0,0,3
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/orangepi_send/src/UdpSender.cpp,cpp,48,0,0,8,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/orangepi_send/src/libpwm_host.c,cpp,89,0,11,0,0,107
